"@title","thai"
"#01018","บรรณาธิการ|-1|-1|-1|5|เกี่ยวกับซีรีส์ปัจจุบันของคุณ<br><2>…|โอ้โฮ!!|คุณได้รับรางวัลซีรีส์แล้ว!|คุณทำงานแล้ว  ยากมาก<br>นานมากแล้ว รางวัลนี้ดีมาก<br>สมควรแล้วและฉันก็ดีใจมาก<br>สำหรับคุณ!|ไปงานประกาศรางวัลกันเถอะ!|"
"#01019","ผู้ช่วย|0|-1|-1|1|สวัสดี ฉันเอาของมาจาก<br>บ้านพ่อแม่... ถ้าโอเค<br>ฉันจะย้ายไปห้องนี้  .|"
"#01020","บรรณาธิการ|-1|-1|-1|3|ในที่สุด คุณก็เข้ามาอยู่ในตำแหน่ง<br>ผู้ยิ่งใหญ่แห่งมังงะ บางทีตอนนี้<br>เราสามารถมีซีรีส์ของเราเอง...|ทำไม  ไม่คิดจะย้ายบ้านบ้างเหรอ|ฉันจะพาไปดูที่ดีๆ ให้เธอดูนะ<br>ควรพิจารณาให้ดี ลาก่อน!|"
"#01021","บรรณาธิการ|-1|-1|-1|3|ทำได้ดีมากในซีรีส์ของคุณ<br><2>.|มาพยายามสร้าง<br>ซีรีส์ต่อไปให้นานขึ้นกันเถอะ!|  ฉันจะรอ<br>รอคอย<br>ซีรีส์เรื่องต่อไปของคุณ <1>!<br>ลาก่อน!|"
"#01022","Blacky Sheep|-1|8|5|1|เราจะวางแผนอะไรดี<br>สัปดาห์นี้?|"
"#01023","บรรณาธิการ|-1|-1|-1|4|<1> มังงะ<br>คืบหน้าเป็นอย่างไรบ้าง|เมื่อเสร็จแล้ว<br>คุณสามารถใส่ลงใน ""สต็อกได้  "" สำหรับฉัน?|หากต้องการทำมังงะต่อ<br>สัปดาห์แล้วสัปดาห์เล่า คุณต้องมี PP.|ดังนั้น อย่าลืมใช้เวลา<br>ออกไปรวบรวม<br>เพิ่มเติม|"
"#01024","บรรณาธิการ|-1|-1|-1|4|จากนี้ไปคุณอาจได้รับ<br>คำขอสำหรับการ์ตูนเรื่อง 1 ตอน|ดังนั้น วาดต่อไปอีก<br>มากขึ้นและใส่ลงใน  <br>สต็อค|อ้อ แล้วก็...|ตอนนี้คุณกำลังสนุกกับการใช้ชีวิตแบบมังงะ ทำไมไม่คิดย้ายบ้านบ้างล่ะ|"
"#01025","Blacky Sheep|-1|8|5|3|อ๊ะ แคบไปหน่อย<br>ที่นี่...|เพื่อนฉันเล่าให้ฟัง<br>เกี่ยวกับเจ้าตัวเล็กที่น่ารักตัวนี้<br>  อพาร์ทเม้นท์....|ตอนนี้คุณได้รับ<br>ทองมากมายแล้ว ลุยกันเลย!|"
"#01026","บรรณาธิการ|-1|-1|-1|2|จากนี้ไปคุณอาจได้รับ<br>คำขอสำหรับการ์ตูนเรื่อง 1 ตอน|ดังนั้น วาดต่อไปอีก<br>มากขึ้นและใส่ลงใน  <br>หุ้น.|"
"#01027","บรรณาธิการ|-1|-1|-1|3|<1> มังงะ<br>คืบหน้าเป็นอย่างไรบ้าง|แผนกตัดต่อ<br>ตื่นเต้นมากเกี่ยวกับการ์ตูนเรื่องต่อไปของคุณ!|ฉัน  รอคอยที่จะได้เห็น<br>ผลิตภัณฑ์สำเร็จรูป!|"
"#01028","บรรณาธิการ|-1|-1|-1|5|<1> รู้ยัง<br>การ์ตูนเรื่องที่คุณออกเมื่อวันก่อน...|ก็...|อยู่ที่  ยศ <4>!|เจ๋งมั้ย ที่จะเปิดตัว<br>ที่ No. 1... มันคือความสำเร็จครั้งประวัติศาสตร์<br>!|มาลุยกันต่อเลย<br>สัปดาห์หน้ากัน!|"
"#01029","บรรณาธิการ|-1|-1|-1|4|<1> นะ รู้ยัง<br>การ์ตูนเรื่องที่คุณออก<br>เมื่อวันก่อน...|อันดับอยู่ <4>!  |มันเยี่ยมมากที่เดบิวต์<br>สูงในการจัดอันดับ!|มันง่ายที่จะอยู่ในระดับสูงใน<br>สัปดาห์แรกของคุณ ดังนั้นให้แน่ใจว่าคุณ<br>ทำงานอย่างหนักเพื่ออยู่ที่นั่น!|"
"#01030","บรรณาธิการ|-1|-1|-1|4|<1> รู้จัก<br>การ์ตูนเรื่องที่คุณออกเมื่อวันก่อน...|อันดับอยู่ <4>  |อืม ฉันว่ามันก็ไม่ได้แย่นะ<br>เรตติ้ง|บางทีเราควรตั้งเป้าที่จะไต่<br>ให้สูงขึ้นในอันดับ และทำงาน<br>ให้หนักในสัปดาห์หน้า|"
"#01031","บรรณาธิการ|-1|-1|-1|5|<1> รู้จัก<br>การ์ตูนเรื่องที่คุณออกเมื่อวันก่อน...|อันดับอยู่ <4>  |อืม มันไม่เหมาะ...|ถ้าเราตกอันดับ<br>ต่ำกว่านี้ เราอาจจะ<br>ยุติการผลิต...|ทำให้แน่ใจว่าจะไม่<br>เกิดขึ้น!|"
"#01032","บรรณาธิการ|-1|-1|-1|5|<1> รู้ยัง<br>การ์ตูนชุดที่คุณออกเมื่อวันก่อน...|โอ้ ที่รัก...|มัน  ที่อันดับ <4>.|แย่จัง...|คุณควรกลับไปอ่านหนังสือดีๆ ของนักอ่าน...และ<br>เร็วๆ นะ อย่าลืมใช้ PP จำนวนมาก<br>ในสัปดาห์หน้า!|  "
"#01033","บรรณาธิการ|-1|-1|-1|3|<1> คุณ<br>ทำได้ดีมาก|หลังจากประสบความสำเร็จในมังงะของคุณ<br>ทำไมไม่  คุณลองวาด<br>โปสเตอร์ร้านหนังสือไหม|ถ้าคุณทำ มันจะดึงดูด<br>ผู้อ่านจำนวนมาก|"
"#01034","บรรณาธิการ|-1|-1|-1|2|ฉันเห็น... โชคร้ายจัง...|ลาก่อน|"
"#01035","บรรณาธิการ|-1|-1|-1|3|ขอบคุณมาก!|ใช่ คุณควรวางแผน|มันจะใช้พลังงาน แต่ก็<br>คุ้มค่า  รับวาดรูป!|"
"#01036","บรรณาธิการ|-1|-1|-1|3|<1> คุณทำได้ดีมากจนถึงตอนนี้|เราจะปล่อย<br>เล่มปกอ่อนของ  มังงะของคุณ<br>เร็วๆ นี้ ลองรีทัช<br>หน้าบางหน้าเพื่อแก้ไขข้อผิดพลาดไหม|มันจะเป็นฉบับพิเศษเฉพาะในเล่ม<br>ฉบับพิเศษ ดังนั้นผู้อ่านจึงมั่นใจว่า<br>จะสนใจ|"
"#01037","=#01035"
"#01038","บรรณาธิการ|-1|-1|-1|3|<1> แสดงว่าคุณ<br>ทำได้ดีมาก|เราจะปล่อย<br>เล่มใหม่ของ  มังงะของคุณเร็วๆ นี้<br>แล้วการเขียนหน้าโบนัสล่ะ|จะเป็นฉบับพิเศษเฉพาะในเล่ม<br>ดังนั้นจึงน่าจะช่วยให้<br>ฐานแฟนๆ ของคุณเติบโตได้!|"
